VentaID;FechaVenta;HoraVenta;SucursalNombre;CiudadSucursal;VendedorNombre;ClienteNombre;GeneroCliente;EdadCliente;EmailCliente;TelefonoCliente;DireccionCliente;MetodoPago;NombreProducto1;MarcaProducto1;CantidadProducto1;PrecioUnitarioProducto1;SubtotalProducto1;NombreProducto2;MarcaProducto2;CantidadProducto2;PrecioUnitarioProducto2;SubtotalProducto2;NombreProducto3;MarcaProducto3;CantidadProducto3;PrecioUnitarioProducto3;SubtotalProducto3;DescuentoVenta;TotalVenta
475;10/04/2022;10:51:27 a. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Ramiro Casas Palomo;M;41;ramiro56@gmail.com;+34953682033;cra 88 #31-6;Efectivo;HP Spectre x360;HP;1;5200000;5200000;Dell XPS 13;Dell;1;4800000;4800000;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;1;21960000
476;6/07/2019;10:12:59 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Natalia Murillo Quesada;F;26;natalia70@gmail.com;+34822316759;cll 72 #93-65;Tarjeta Crédito;HP Envy 13;HP;1;4000000;4000000;HP Omen 16;HP;2;6000000;12000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;0;22800000
477;19/06/2020;10:13:53 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Loreto Bosch Luján;F;44;loreto25@hotmail.com;+34944884111;cll 87 #64-49;Transferencia;HP Envy 13;HP;2;4000000;8000000;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;0;18400000
478;17/12/2018;10:30:32 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Luis Miguel Lago Font;M;39;luis55@hotmail.com;+34928574680;cll 79 #30-13;Tarjeta Crédito;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;0;10400000
479;20/06/2022;6:17:23 a. m.;Techcore Bogotá #2;Bogotá;Edu Juan Pedraza;Ceferino Pancho Millán Torrijos;M;40;ceferino45@gmail.com;+34982243294;cll 69 #77-57;Tarjeta Crédito;Acer Aspire 5;Acer;1;2000000;2000000;;;null;null;null;;;null;null;null;0;2000000
480;17/04/2024;7:33:15 a. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Lucila Bello Teruel;F;22;lucila52@gmail.com;+34849749246;cra 62 #51-23;Tarjeta Débito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;Dell Inspiron 15;Dell;1;3000000;3000000;;;null;null;null;1;15660000
481;4/03/2019;12:51:42 a. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Virgilio Sanjuan;M;43;virgilio59@yahoo.com;+34824839834;cll 36 #6-76;Tarjeta Crédito;Asus VivoBook 15;Asus;1;2400000;2400000;Dell Inspiron 15;Dell;1;3000000;3000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;1;10980000
482;31/08/2017;3:18:40 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Isidro Pizarro Villaverde;M;45;isidro61@gmail.com;+34824914592;cll 30 #81-47;Transferencia;HP Omen 16;HP;2;6000000;12000000;Asus ZenBook 14;Asus;2;3800000;7600000;Dell XPS 13;Dell;1;4800000;4800000;0;24400000
483;4/08/2018;1:50:05 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Xavier Palomares Amo;M;47;xavier17@yahoo.com;+34872473086;cll 94 #73-52;Transferencia;Acer Aspire 5;Acer;1;2000000;2000000;;;null;null;null;;;null;null;null;0;2000000
484;25/02/2017;12:14:16 a. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Benita Soler Fonseca;F;21;benita64@yahoo.com;+34946287363;cra 26 #35-66;Billetera Digital;Asus TUF Gaming A15;Asus;2;4800000;9600000;HP Pavilion 15;HP;1;3500000;3500000;;;null;null;null;0;13100000
485;6/06/2018;5:19:12 a. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Jesús Escamilla Carreras;M;22;jesus70@hotmail.com;+34860545542;cra 33 #17-5;Tarjeta Débito;Dell Alienware m15;Dell;2;8000000;16000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;1;20880000
486;22/10/2021;1:37:45 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Tadeo Figueras Arranz;M;39;tadeo55@hotmail.com;+34960287449;cll 23 #99-82;Transferencia;HP Omen 16;HP;1;6000000;6000000;;;null;null;null;;;null;null;null;0;6000000
487;22/05/2019;10:10:32 a. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Leonor Mesa Puerta;F;36;leonor30@hotmail.com;+34888254203;cra 49 #11-78;Tarjeta Débito;Asus VivoBook 15;Asus;2;2400000;4800000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;1;10800000
488;12/12/2015;10:24:11 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Federico del Garriga;M;31;federico24@hotmail.com;+34977128016;cll 74 #73-79;Efectivo;HP Pavilion 15;HP;2;3500000;7000000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;0;12200000
489;10/07/2018;12:16:13 a. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Íñigo Adán Badía;M;22;inigo81@yahoo.com;+34920369214;cra 35 #33-55;Tarjeta Crédito;HP Omen 16;HP;1;6000000;6000000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;0;10400000
490;12/10/2023;10:16:53 p. m.;Techcore Pereira;Pereira;Carina Parejo Carranza;Vicente de Mulet;M;36;vicente36@yahoo.com;+34885079479;cra 87 #97-49;Tarjeta Débito;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;HP Pavilion 15;HP;1;3500000;3500000;HP Envy 13;HP;1;4000000;4000000;0;13100000
491;22/10/2022;4:12:33 a. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Paulina Álvarez Esteve;F;27;paulina63@hotmail.com;+34879861799;cll 75 #65-81;Tarjeta Crédito;HP Omen 16;HP;1;6000000;6000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;0;13200000
492;16/12/2020;8:42:28 p. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Celestina Tejedor Juárez;F;21;celestina66@yahoo.com;+34978281703;cll 62 #9-8;Tarjeta Crédito;HP Omen 16;HP;2;6000000;12000000;HP Envy 13;HP;2;4000000;8000000;;;null;null;null;0;20000000
493;7/11/2018;4:22:32 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Salud Palacio Muro;F;34;salud57@gmail.com;+34983308232;cra 62 #22-97;Tarjeta Crédito;HP Pavilion 15;HP;1;3500000;3500000;;;null;null;null;;;null;null;null;0;3500000
494;16/01/2021;1:43:47 p. m.;Techcore Pereira;Pereira;Carina Parejo Carranza;Carlito de Torres;M;33;carlito37@yahoo.com;+34874660251;cra 85 #24-35;Tarjeta Débito;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;0;12800000
495;4/05/2020;9:07:52 p. m.;Techcore Cali;Cali;Rosendo Barberá Cordero;Toribio Valencia Reig;M;25;toribio12@yahoo.com;+34727976718;cll 26 #32-69;Tarjeta Crédito;Dell XPS 13;Dell;1;4800000;4800000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;0;10000000
496;3/01/2023;11:57:33 a. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Samu Jose Francisco Roma Cervantes;M;29;samu25@yahoo.com;+34888046305;cra 10 #41-74;Transferencia;Apple MacBook Pro 14;Apple;2;8000000;16000000;Acer Predator Helios 300;Acer;2;5600000;11200000;;;null;null;null;5;25840000
497;6/02/2019;2:04:02 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Olga Alba Busquets;F;22;olga62@yahoo.com;+34988825978;cra 58 #80-48;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;0;23200000
498;16/01/2023;3:23:43 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Andrea del Ojeda;F;39;andrea56@hotmail.com;+34846076941;cll 72 #59-62;Tarjeta Débito;Apple iMac 24;Apple;2;6400000;12800000;;;null;null;null;;;null;null;null;0;12800000
499;29/11/2016;1:21:17 a. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Pancho de Gordillo;M;33;pancho10@gmail.com;+34879121962;cra 36 #3-72;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;;;null;null;null;;;null;null;null;0;13600000
500;15/06/2015;11:47:51 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Seve Doménech Frías;M;50;seve15@yahoo.com;+34713641121;cra 90 #27-56;Transferencia;Asus VivoBook 15;Asus;2;2400000;4800000;;;null;null;null;;;null;null;null;0;4800000
501;20/07/2023;7:11:25 p. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Saturnino Rivera;M;18;saturnino2@gmail.com;+34926354100;cll 90 #79-71;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;;;null;null;null;0;14400000
502;27/06/2019;1:50:55 a. m.;Techcore Pereira;Pereira;Carina Parejo Carranza;Nico Adadia Saavedra;M;49;nico20@hotmail.com;+34976284225;cra 92 #98-88;No Especificado;Acer Aspire 5;Acer;2;2000000;4000000;HP Spectre x360;HP;1;5200000;5200000;HP Omen 16;HP;2;6000000;12000000;0;21200000
503;24/07/2021;12:43:34 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Emilio Mendez Colom;M;34;emilio42@gmail.com;+34875703307;cra 55 #2-35;Tarjeta Débito;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;HP Pavilion 15;HP;2;3500000;7000000;HP Omen 16;HP;2;6000000;12000000;0;24600000
504;16/07/2023;2:41:33 p. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Cristian Vicens;M;29;cristian26@hotmail.com;+34836732343;cra 77 #59-53;Tarjeta Débito;Dell XPS 13;Dell;2;4800000;9600000;HP Spectre x360;HP;2;5200000;10400000;Apple iMac 24;Apple;2;6400000;12800000;0;32800000
505;13/09/2023;10:55:04 p. m.;Techcore Pereira;Pereira;María Ramírez Pou;Berto de Priego;M;39;berto38@yahoo.com;+34943784413;cra 90 #32-46;Transferencia;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;0;10400000
506;20/11/2021;3:51:37 a. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Gala Ferrera Hervás;F;28;gala14@gmail.com;+34975173625;cra 90 #6-31;Tarjeta Crédito;Apple MacBook Air M1;Apple;2;5500000;11000000;;;null;null;null;;;null;null;null;0;11000000
507;12/04/2019;8:53:50 p. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Tecla Estevez Bustos;F;24;tecla8@gmail.com;+34876044446;cll 76 #90-71;Tarjeta Crédito;Dell Alienware m15;Dell;2;8000000;16000000;;;null;null;null;;;null;null;null;1;14400000
508;22/09/2024;3:43:29 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Otilia Barreda Blázquez;F;19;otilia78@yahoo.com;+34858249820;cll 6 #50-23;Efectivo;Acer Nitro 5;Acer;2;4000000;8000000;;;null;null;null;;;null;null;null;0;8000000
509;23/08/2015;7:13:27 p. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Eusebio del Mariño;M;22;eusebio61@gmail.com;+34871480878;cll 24 #60-28;Tarjeta Crédito;Dell XPS 13;Dell;1;4800000;4800000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;1;9000000
510;22/09/2017;7:34:37 a. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Artemio Abascal-Prieto;M;33;artemio69@hotmail.com;+34972097685;cll 64 #3-91;Tarjeta Crédito;Dell XPS 13;Dell;2;4800000;9600000;HP Omen 16;HP;2;6000000;12000000;;;null;null;null;15;18360000
511;16/06/2018;7:28:16 p. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Adrián Che Salamanca Alegre;M;31;adrian78@hotmail.com;+34843580668;cra 88 #82-79;Transferencia;Dell Latitude 7420;Dell;1;5600000;5600000;;;null;null;null;;;null;null;null;0;5600000
512;29/12/2024;1:47:44 p. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Noa Sabater;F;33;noa75@yahoo.com;+34879751062;cra 46 #85-14;Billetera Digital;Asus ROG Strix G15;Asus;2;6400000;12800000;Dell XPS 13;Dell;1;4800000;4800000;;;null;null;null;0;17600000
513;19/10/2024;6:32:11 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;José Ángel Recio Guillen;M;46;jose8@yahoo.com;+34981856977;cra 40 #70-24;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;HP Envy 13;HP;1;4000000;4000000;;;null;null;null;0;10800000
514;28/07/2021;7:19:07 a. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Julián Piñeiro Calatayud;M;51;julian73@yahoo.com;+34884429180;cll 99 #19-4;No Especificado;Dell XPS 13;Dell;1;4800000;4800000;HP Spectre x360;HP;1;5200000;5200000;Asus VivoBook 15;Asus;2;2400000;4800000;0;14800000
515;14/09/2014;5:27:29 a. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Carmelo Puga Coll;M;44;carmelo99@hotmail.com;+34900211586;cra 61 #14-73;Tarjeta Débito;Acer Swift 3;Acer;1;2600000;2600000;MSI GF65 Thin;MSI;2;4400000;8800000;;;null;null;null;0;11400000
516;27/02/2021;3:53:24 a. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Ale Cañizares Herrero;M;29;ale12@yahoo.com;+34928812701;cll 75 #4-7;Efectivo;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;;;null;null;null;5;13680000
517;27/05/2022;5:39:03 p. m.;Techcore Bogotá #2;Bogotá;Herminia Meléndez-Huguet;María Ángeles de Saavedra;F;47;maria19@gmail.com;+34869844407;cra 41 #26-21;Tarjeta Crédito;Acer Nitro 5;Acer;1;4000000;4000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Dell Alienware m15;Dell;2;8000000;16000000;0;27200000
518;15/10/2019;6:03:07 a. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Cruz Vicens Rincón;M;24;cruz16@gmail.com;+34886980054;cll 80 #72-66;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
519;30/11/2016;5:09:04 p. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Filomena Leocadia Alcántara Robles;F;22;filomena4@hotmail.com;+34974885398;cll 90 #27-7;Tarjeta Crédito;Acer Aspire 5;Acer;1;2000000;2000000;HP Pavilion 15;HP;2;3500000;7000000;Dell XPS 13;Dell;2;4800000;9600000;0;18600000
520;17/11/2018;9:50:20 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Raimundo del Abad;M;31;raimundo8@hotmail.com;+34976747653;cll 98 #83-79;Tarjeta Crédito;Dell XPS 13;Dell;1;4800000;4800000;HP Omen 16;HP;2;6000000;12000000;;;null;null;null;5;15960000
521;24/10/2014;4:49:52 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Guillermo del Roman;M;39;guillermo40@yahoo.com;+34853040247;cll 73 #41-79;Efectivo;Dell XPS 13;Dell;1;4800000;4800000;HP Omen 16;HP;1;6000000;6000000;;;null;null;null;0;10800000
522;9/03/2021;7:15:06 p. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Vilma Iñiguez Aragón;F;49;vilma63@gmail.com;+34874625887;cll 67 #15-76;Tarjeta Débito;Apple MacBook Air M1;Apple;1;5500000;5500000;;;null;null;null;;;null;null;null;0;5500000
523;28/05/2018;11:56:05 p. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Victorino Sigfrido Casanova Arnau;M;35;victorino22@hotmail.com;+34902722928;cll 89 #53-73;Transferencia;Acer Predator Helios 300;Acer;2;5600000;11200000;HP Pavilion 15;HP;2;3500000;7000000;HP Envy 13;HP;2;4000000;8000000;0;26200000
524;2/10/2021;7:27:26 p. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Concepción Cal Querol;F;21;concepcion73@hotmail.com;+34827639402;cra 56 #64-53;Transferencia;HP Spectre x360;HP;2;5200000;10400000;Dell Latitude 7420;Dell;2;5600000;11200000;Apple iMac 24;Apple;1;6400000;6400000;5;26600000
525;24/03/2021;6:03:13 a. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Belen Salvà Montserrat;F;34;belen11@hotmail.com;+34849305243;cll 65 #60-89;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;MSI GE76 Raider;MSI;1;10000000;10000000;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;0;20000000
526;16/08/2022;10:34:11 p. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Artemio Montaña;M;26;artemio30@hotmail.com;+34987615925;cll 79 #97-51;Tarjeta Crédito;Dell XPS 13;Dell;2;4800000;9600000;HP Pavilion 15;HP;1;3500000;3500000;Dell Alienware m15;Dell;2;8000000;16000000;0;29100000
527;10/11/2023;11:33:54 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Buenaventura Porta-Lobato;M;44;buenaventura7@gmail.com;+34920343505;cll 27 #22-96;Tarjeta Crédito;Acer Nitro 5;Acer;1;4000000;4000000;;;null;null;null;;;null;null;null;5;3800000
528;9/03/2018;12:59:00 a. m.;Techcore Pereira;Pereira;Carina Parejo Carranza;Roque de Izquierdo;M;21;roque88@gmail.com;+34883706862;cra 77 #74-45;Tarjeta Débito;Apple MacBook Air M1;Apple;2;5500000;11000000;HP Envy 13;HP;2;4000000;8000000;Dell XPS 13;Dell;1;4800000;4800000;0;23800000
529;24/07/2016;9:56:02 p. m.;Techcore Pereira;Pereira;María Ramírez Pou;Gracia Isern-Benet;F;29;gracia30@hotmail.com;+34699520658;cll 36 #41-10;Tarjeta Débito;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;Acer Aspire 5;Acer;1;2000000;2000000;;;null;null;null;0;6400000
530;2/06/2015;1:53:01 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Edu Pozuelo Cuadrado;M;50;edu48@hotmail.com;+34985785533;cll 38 #22-4;Transferencia;Apple MacBook Pro 14;Apple;1;8000000;8000000;;;null;null;null;;;null;null;null;1;7200000
531;4/03/2023;3:11:15 a. m.;Techcore Bogotá #2;Bogotá;Herminia Meléndez-Huguet;Aroa Galvez Valera;F;27;aroa83@gmail.com;+34902427505;cra 55 #73-63;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;MSI GF65 Thin;MSI;1;4400000;4400000;;;null;null;null;0;15600000
532;9/06/2025;11:15:56 p. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Remigio Peiró Correa;M;42;remigio8@yahoo.com;+34883912524;cll 85 #34-32;Tarjeta Crédito;Acer Aspire 5;Acer;1;2000000;2000000;;;null;null;null;;;null;null;null;0;2000000
533;13/07/2024;5:20:35 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Sol Pastor Conesa;F;45;sol87@hotmail.com;+34975734375;cll 13 #90-6;Tarjeta Crédito;Acer Predator Helios 300;Acer;2;5600000;11200000;;;null;null;null;;;null;null;null;0;11200000
534;23/06/2020;7:17:01 a. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Faustino Lago Agullo;M;31;faustino86@gmail.com;+34828370288;cra 37 #82-82;Tarjeta Crédito;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;HP Pavilion 15;HP;1;3500000;3500000;1;13230000
535;9/08/2024;3:35:46 a. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Felipe Victor Manuel Cases Izaguirre;M;24;felipe49@hotmail.com;+34824930734;cra 72 #65-50;Tarjeta Crédito;Apple MacBook Pro 14;Apple;1;8000000;8000000;Asus ZenBook 14;Asus;1;3800000;3800000;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;0;26200000
536;11/06/2020;9:03:20 a. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Macaria Otero Alcalá;F;30;macaria48@hotmail.com;+34837720513;cll 7 #88-42;Tarjeta Crédito;HP Pavilion 15;HP;1;3500000;3500000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;Dell Alienware m15;Dell;1;8000000;8000000;15;13515000
537;9/01/2023;1:02:35 p. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Amador Agudo-Laguna;M;44;amador74@hotmail.com;+34928090430;cll 23 #36-37;Tarjeta Crédito;Apple MacBook Pro 14;Apple;1;8000000;8000000;Acer Nitro 5;Acer;1;4000000;4000000;HP Spectre x360;HP;2;5200000;10400000;5;21280000
538;11/05/2022;3:02:48 a. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Aroa Mancebo Vila;F;45;aroa24@gmail.com;+34873809609;cll 33 #36-27;Tarjeta Débito;HP Omen 16;HP;1;6000000;6000000;Razer Book 13;Razer;2;6400000;12800000;;;null;null;null;0;18800000
539;4/08/2022;12:40:04 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Ale Rius Aguirre;M;21;ale39@hotmail.com;+34824068772;cll 27 #3-42;Tarjeta Crédito;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;;;null;null;null;0;8800000
540;31/12/2021;9:05:51 a. m.;Techcore Cali;Cali;Jacinta Juárez Marín;María Jesús Baeza-Sandoval;F;48;maria77@gmail.com;+34824901785;cll 59 #29-53;Billetera Digital;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;0;11600000
541;24/07/2015;7:14:37 a. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Palmira del Armengol;F;19;palmira21@gmail.com;+34946007257;cra 97 #25-48;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;;;null;null;null;0;7200000
542;10/09/2016;12:55:53 p. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Emiliano Revilla Mata;M;24;emiliano66@gmail.com;No especificado;cra 26 #91-60;Tarjeta Débito;HP Omen 16;HP;1;6000000;6000000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;HP Spectre x360;HP;1;5200000;5200000;1;18000000
543;31/01/2025;4:03:15 a. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Luisa Aguado Egea;F;19;luisa47@yahoo.com;+34988733697;cra 29 #57-63;Billetera Digital;Dell XPS 13;Dell;1;4800000;4800000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Acer Swift 3;Acer;1;2600000;2600000;0;14200000
544;1/10/2017;8:04:53 a. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Aurelio Cuenca Tejero;M;48;No especificado;+34971895446;cra 26 #89-36;Tarjeta Crédito;Acer Nitro 5;Acer;1;4000000;4000000;Dell Alienware m15;Dell;1;8000000;8000000;;;null;null;null;0;12000000
545;20/06/2022;4:34:00 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Sebastián Morante Casares;M;43;sebastian63@yahoo.com;+34923213092;cra 33 #11-91;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;Samsung Galaxy Book Flex;Samsung;2;5600000;11200000;;;null;null;null;0;24800000
546;1/06/2016;10:48:44 a. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Prudencia Narváez-Quintana;F;33;prudencia23@hotmail.com;+34980819936;cll 50 #61-68;Transferencia;Acer Swift 3;Acer;1;2600000;2600000;Acer Nitro 5;Acer;1;4000000;4000000;;;null;null;null;1;5940000
547;1/01/2022;8:13:09 a. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Silvestre Aitor Borrego Luz;M;44;silvestre87@gmail.com;+34974592558;cra 18 #45-32;Efectivo;MSI GS66 Stealth;MSI;1;8000000;8000000;;;null;null;null;;;null;null;null;5;7600000
548;26/07/2016;10:24:57 a. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Alejandro Urrutia Merino;M;26;alejandro35@hotmail.com;+34800777798;cra 84 #63-72;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;Dell XPS 13;Dell;1;4800000;4800000;Microsoft Surface Pro 9;Microsoft;2;4400000;8800000;0;24800000
549;23/12/2021;3:33:10 p. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Modesto de Suarez;M;46;modesto22@gmail.com;+34974719024;cll 2 #98-74;Tarjeta Crédito;HP Pavilion 15;HP;1;3500000;3500000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;0;8700000
550;29/06/2024;5:31:12 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Aitor Arnaiz Puente;M;51;aitor82@yahoo.com;+34927358397;cll 65 #10-82;Tarjeta Débito;Asus ZenBook 14;Asus;1;3800000;3800000;Asus TUF Gaming A15;Asus;1;4800000;4800000;;;null;null;null;0;8600000
551;18/10/2020;1:24:51 a. m.;Techcore Pereira;Pereira;Carina Parejo Carranza;África Emiliana Tudela Tejedor;F;36;africa90@gmail.com;+34931911609;cra 40 #7-46;Tarjeta Crédito;Microsoft Surface Book 3;Microsoft;2;6400000;12800000;;;null;null;null;;;null;null;null;0;12800000
552;4/09/2024;5:14:09 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Victor Manuel Pardo Aragonés;M;23;victor58@hotmail.com;+34873482567;cra 45 #77-95;Tarjeta Crédito;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;;;null;null;null;0;8800000
553;9/02/2020;1:09:24 a. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Renato Bastida Lopez;M;29;renato11@hotmail.com;+34971045797;cra 82 #31-31;Tarjeta Crédito;HP Spectre x360;HP;1;5200000;5200000;HP Pavilion 15;HP;1;3500000;3500000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;5;16625000
554;9/11/2014;2:22:21 a. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Maximiliano Cobo Clavero;M;48;maximiliano89@yahoo.com;+34945686988;cll 49 #12-47;Tarjeta Crédito;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;5;13680000
555;21/10/2022;7:27:54 a. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Quirino Ciriaco Pallarès Daza;M;21;No especificado;+34943624228;cll 16 #91-44;Tarjeta Débito;Dell Alienware m15;Dell;2;8000000;16000000;;;null;null;null;;;null;null;null;0;16000000
556;14/12/2018;4:06:33 p. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Toribio Roca Villalobos;M;25;toribio19@gmail.com;+34978469883;cra 65 #81-50;Tarjeta Crédito;Dell XPS 13;Dell;1;4800000;4800000;Dell Latitude 7420;Dell;2;5600000;11200000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;0;20400000
